fid,Year,Geography code,Geography name,Cancer Type,Age 00 to 24,Age 25 to 49,Age 50 to 59,Age 60 to 69,Age 70 to 79,Age 80 and over,Total Incidence,ICB
163,2021,E07000143,Breckland,Blood cancer,1,9,6,14,34,32,192,Norfolk and Suffolk
163,2021,E07000143,Breckland,Bowel,0,10,10,20,54,37,262,Norfolk and Suffolk
163,2021,E07000143,Breckland,Brain,1,4,4,9,5,3,52,Norfolk and Suffolk
163,2021,E07000143,Breckland,Head and neck,0,5,10,11,10,1,74,Norfolk and Suffolk
163,2021,E07000143,Breckland,Kidney,1,4,7,3,10,5,60,Norfolk and Suffolk
163,2021,E07000143,Breckland,Liver and biliary tract,0,0,3,5,5,8,42,Norfolk and Suffolk
163,2021,E07000143,Breckland,Lung,0,1,14,38,33,40,252,Norfolk and Suffolk
163,2021,E07000143,Breckland,Pancreas,0,0,1,11,15,9,72,Norfolk and Suffolk
163,2021,E07000143,Breckland,Skin cancer,1,25,56,111,240,237,1340,Norfolk and Suffolk
164,2021,E07000144,Broadland,Bladder,0,0,3,9,21,17,100,Norfolk and Suffolk
164,2021,E07000144,Broadland,Blood cancer,3,10,9,22,38,39,242,Norfolk and Suffolk
164,2021,E07000144,Broadland,Bowel,0,4,9,26,51,54,288,Norfolk and Suffolk
164,2021,E07000144,Broadland,Brain,1,7,6,7,10,3,68,Norfolk and Suffolk
164,2021,E07000144,Broadland,Head and neck,0,1,7,9,11,3,62,Norfolk and Suffolk
164,2021,E07000144,Broadland,Kidney,0,3,4,8,7,6,56,Norfolk and Suffolk
164,2021,E07000144,Broadland,Liver and biliary tract,0,1,0,3,9,3,32,Norfolk and Suffolk
164,2021,E07000144,Broadland,Lung,0,2,9,20,37,30,196,Norfolk and Suffolk
164,2021,E07000144,Broadland,Pancreas,0,1,3,7,7,9,54,Norfolk and Suffolk
164,2021,E07000144,Broadland,Skin cancer,0,26,46,87,207,242,1216,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Bladder,0,2,4,12,24,12,108,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Blood cancer,1,4,10,7,24,13,118,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Bowel,0,4,10,23,32,28,194,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Brain,1,3,1,2,4,5,32,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Head and neck,0,3,8,7,7,3,56,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Kidney,1,2,6,6,10,7,64,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Liver and biliary tract,0,3,7,1,10,9,60,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Lung,0,1,5,30,54,36,252,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Pancreas,0,0,6,4,8,12,60,Norfolk and Suffolk
165,2021,E07000145,Great Yarmouth,Skin cancer,0,16,37,91,200,213,1114,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Bladder,0,4,5,7,30,22,136,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Blood cancer,4,10,11,21,49,32,254,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Bowel,0,4,13,32,45,51,290,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Brain,3,5,4,1,11,10,68,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Head and neck,0,2,7,9,11,4,66,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Kidney,0,0,5,10,7,5,54,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Liver and biliary tract,0,0,2,5,6,7,40,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Lung,0,3,12,20,61,34,260,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Pancreas,0,4,3,6,8,10,62,Norfolk and Suffolk
166,2021,E07000146,King's Lynn and West Norfolk,Skin cancer,1,24,42,127,282,352,1656,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Bladder,0,0,3,7,16,14,80,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Blood cancer,3,2,4,25,39,25,196,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Bowel,0,0,6,33,42,40,242,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Brain,1,3,5,4,8,3,48,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Head and neck,0,3,7,4,7,2,46,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Kidney,0,1,2,2,5,5,30,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Liver and biliary tract,0,0,2,6,8,8,48,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Lung,0,0,10,16,48,25,198,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Pancreas,0,1,1,8,14,5,58,Norfolk and Suffolk
167,2021,E07000147,North Norfolk,Skin cancer,0,12,39,91,196,241,1158,Norfolk and Suffolk
168,2021,E07000148,Norwich,Bladder,1,1,8,3,10,23,92,Norfolk and Suffolk
168,2021,E07000148,Norwich,Blood cancer,1,13,8,13,25,24,168,Norfolk and Suffolk
168,2021,E07000148,Norwich,Bowel,0,7,4,21,19,27,156,Norfolk and Suffolk
168,2021,E07000148,Norwich,Brain,1,2,2,3,6,4,36,Norfolk and Suffolk
168,2021,E07000148,Norwich,Head and neck,0,3,6,10,5,7,62,Norfolk and Suffolk
168,2021,E07000148,Norwich,Kidney,0,5,6,8,1,6,52,Norfolk and Suffolk
168,2021,E07000148,Norwich,Liver and biliary tract,0,1,2,4,4,3,28,Norfolk and Suffolk
168,2021,E07000148,Norwich,Lung,0,1,2,21,29,27,160,Norfolk and Suffolk
168,2021,E07000148,Norwich,Pancreas,0,1,2,5,3,6,34,Norfolk and Suffolk
168,2021,E07000148,Norwich,Skin cancer,0,32,35,56,85,135,686,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Bladder,0,1,5,8,28,14,112,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Blood cancer,2,10,11,23,33,36,230,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Bowel,0,7,11,31,54,47,300,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Brain,0,10,3,4,7,5,58,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Head and neck,0,4,12,7,5,3,62,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Kidney,0,3,5,9,16,6,78,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Liver and biliary tract,0,0,0,6,10,8,48,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Lung,0,0,3,14,32,30,158,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Pancreas,0,3,5,13,9,13,86,Norfolk and Suffolk
169,2021,E07000149,South Norfolk,Skin cancer,0,33,59,84,202,227,1210,Norfolk and Suffolk
190,2021,E07000200,Babergh,Bladder,0,1,8,4,17,15,90,Norfolk and Suffolk
190,2021,E07000200,Babergh,Blood cancer,4,6,11,13,27,20,162,Norfolk and Suffolk
190,2021,E07000200,Babergh,Bowel,0,6,8,18,26,28,172,Norfolk and Suffolk
190,2021,E07000200,Babergh,Brain,1,2,3,4,2,1,26,Norfolk and Suffolk
190,2021,E07000200,Babergh,Head and neck,0,1,3,5,4,0,26,Norfolk and Suffolk
190,2021,E07000200,Babergh,Kidney,0,1,2,3,2,6,28,Norfolk and Suffolk
190,2021,E07000200,Babergh,Liver and biliary tract,0,2,1,2,4,1,20,Norfolk and Suffolk
190,2021,E07000200,Babergh,Lung,0,0,5,16,21,15,114,Norfolk and Suffolk
190,2021,E07000200,Babergh,Pancreas,0,1,2,4,7,9,46,Norfolk and Suffolk
190,2021,E07000200,Babergh,Skin cancer,0,23,47,93,192,227,1164,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Bladder,0,1,2,8,11,13,70,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Blood cancer,2,6,6,18,24,23,158,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Bowel,0,10,10,22,41,20,206,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Brain,2,4,4,1,2,8,42,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Head and neck,0,5,7,9,4,3,56,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Kidney,0,2,4,2,11,6,50,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Liver and biliary tract,0,3,0,6,1,5,30,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Lung,2,1,12,19,33,23,180,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Pancreas,0,1,1,6,9,5,44,Norfolk and Suffolk
191,2021,E07000202,Ipswich,Skin cancer,1,21,52,70,131,185,920,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Bladder,0,1,3,11,23,13,102,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Blood cancer,3,5,9,18,27,21,166,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Bowel,0,10,6,22,37,30,210,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Brain,1,1,7,6,1,5,42,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Head and neck,0,0,2,3,3,1,18,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Kidney,1,3,3,5,6,4,44,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Liver and biliary tract,0,0,2,3,4,1,20,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Lung,0,1,9,7,25,19,122,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Pancreas,0,0,2,1,7,3,26,Norfolk and Suffolk
192,2021,E07000203,Mid Suffolk,Skin cancer,1,25,41,74,169,246,1112,Norfolk and Suffolk
222,2021,E07000240,St Albans,Bladder,0,2,1,8,7,11,58,Central East
222,2021,E07000240,St Albans,Blood cancer,6,9,12,14,19,23,166,Central East
222,2021,E07000240,St Albans,Bowel,0,4,8,25,33,37,214,Central East
222,2021,E07000240,St Albans,Brain,3,6,3,6,3,2,46,Central East
222,2021,E07000240,St Albans,Head and neck,1,3,6,8,5,6,58,Central East
222,2021,E07000240,St Albans,Kidney,0,3,3,9,6,5,52,Central East
222,2021,E07000240,St Albans,Liver and biliary tract,0,0,1,2,4,11,36,Central East
222,2021,E07000240,St Albans,Lung,0,1,6,16,20,20,126,Central East
222,2021,E07000240,St Albans,Pancreas,0,0,1,4,6,7,36,Central East
222,2021,E07000240,St Albans,Skin cancer,0,40,65,85,168,230,1176,Central East
223,2021,E07000241,Welwyn Hatfield,Bladder,0,2,3,8,15,7,70,Central East
223,2021,E07000241,Welwyn Hatfield,Blood cancer,0,6,6,9,28,19,136,Central East
223,2021,E07000241,Welwyn Hatfield,Bowel,0,7,8,14,19,13,122,Central East
223,2021,E07000241,Welwyn Hatfield,Brain,1,3,4,5,0,0,26,Central East
223,2021,E07000241,Welwyn Hatfield,Head and neck,0,0,0,4,3,0,14,Central East
223,2021,E07000241,Welwyn Hatfield,Kidney,1,3,4,3,2,0,26,Central East
223,2021,E07000241,Welwyn Hatfield,Liver and biliary tract,0,1,2,4,6,8,42,Central East
223,2021,E07000241,Welwyn Hatfield,Lung,0,2,6,14,23,19,128,Central East
223,2021,E07000241,Welwyn Hatfield,Pancreas,0,0,3,3,7,3,32,Central East
223,2021,E07000241,Welwyn Hatfield,Skin cancer,0,33,37,55,113,156,788,Central East
224,2021,E07000242,East Hertfordshire,Bladder,1,0,1,8,18,21,98,Central East
224,2021,E07000242,East Hertfordshire,Blood cancer,2,15,6,17,37,22,198,Central East
224,2021,E07000242,East Hertfordshire,Bowel,0,3,13,30,32,30,216,Central East
224,2021,E07000242,East Hertfordshire,Brain,3,2,4,4,5,2,40,Central East
224,2021,E07000242,East Hertfordshire,Head and neck,1,6,6,10,3,4,60,Central East
224,2021,E07000242,East Hertfordshire,Kidney,0,1,4,4,4,5,36,Central East
224,2021,E07000242,East Hertfordshire,Liver and biliary tract,0,0,2,2,4,6,28,Central East
224,2021,E07000242,East Hertfordshire,Lung,0,4,3,18,29,21,150,Central East
224,2021,E07000242,East Hertfordshire,Pancreas,1,1,0,4,5,5,32,Central East
224,2021,E07000242,East Hertfordshire,Skin cancer,0,31,59,117,204,224,1270,Central East
225,2021,E07000243,Stevenage,Bladder,0,0,2,2,6,7,34,Central East
225,2021,E07000243,Stevenage,Blood cancer,2,11,5,12,24,14,136,Central East
225,2021,E07000243,Stevenage,Bowel,0,4,6,9,15,13,94,Central East
225,2021,E07000243,Stevenage,Brain,4,2,1,7,5,1,40,Central East
225,2021,E07000243,Stevenage,Head and neck,0,1,4,4,2,5,32,Central East
225,2021,E07000243,Stevenage,Kidney,0,1,5,4,3,4,34,Central East
225,2021,E07000243,Stevenage,Liver and biliary tract,0,0,1,3,1,2,14,Central East
225,2021,E07000243,Stevenage,Lung,0,1,2,7,19,17,92,Central East
225,2021,E07000243,Stevenage,Pancreas,0,0,0,5,8,1,28,Central East
225,2021,E07000243,Stevenage,Skin cancer,0,20,30,49,63,95,514,Central East
226,2021,E07000244,East Suffolk,Bladder,0,2,10,16,50,33,222,Norfolk and Suffolk
226,2021,E07000244,East Suffolk,Blood cancer,8,17,11,38,77,63,428,Norfolk and Suffolk
226,2021,E07000244,East Suffolk,Bowel,1,12,14,62,97,79,530,Norfolk and Suffolk
226,2021,E07000244,East Suffolk,Brain,1,7,10,8,21,14,122,Norfolk and Suffolk
226,2021,E07000244,East Suffolk,Head and neck,0,1,11,19,17,8,112,Norfolk and Suffolk
226,2021,E07000244,East Suffolk,Kidney,0,2,11,8,17,11,98,Norfolk and Suffolk
226,2021,E07000244,East Suffolk,Liver and biliary tract,0,0,3,14,23,24,128,Norfolk and Suffolk
226,2021,E07000244,East Suffolk,Lung,0,1,13,48,76,46,368,Norfolk and Suffolk
226,2021,E07000244,East Suffolk,Pancreas,0,0,4,7,13,22,92,Norfolk and Suffolk
226,2021,E07000244,East Suffolk,Skin cancer,1,51,134,232,532,659,3218,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Bladder,0,1,11,5,24,27,136,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Blood cancer,5,7,13,23,31,32,222,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Bowel,0,8,10,21,55,59,306,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Brain,0,5,6,6,3,5,50,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Head and neck,0,5,13,11,6,0,70,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Kidney,1,3,5,5,12,10,72,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Liver and biliary tract,0,0,5,6,5,8,48,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Lung,0,4,8,28,40,21,202,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Pancreas,0,0,5,5,11,9,60,Norfolk and Suffolk
227,2021,E07000245,West Suffolk,Skin cancer,0,45,81,122,300,302,1700,Norfolk and Suffolk
29,2022,E06000031,Peterborough,Bladder,0,2,8,12,21,12,110,Central East
29,2022,E06000031,Peterborough,Blood cancer,9,15,15,24,36,12,222,Central East
29,2022,E06000031,Peterborough,Bowel,0,9,17,22,33,29,220,Central East
29,2022,E06000031,Peterborough,Brain,3,6,3,2,10,6,60,Central East
29,2022,E06000031,Peterborough,Head and neck,0,3,13,9,9,3,74,Central East
29,2022,E06000031,Peterborough,Kidney,1,4,9,9,12,9,88,Central East
29,2022,E06000031,Peterborough,Liver and biliary tract,0,0,2,2,10,2,32,Central East
29,2022,E06000031,Peterborough,Lung,0,5,17,29,48,23,244,Central East
29,2022,E06000031,Peterborough,Pancreas,0,2,4,5,6,5,44,Central East
29,2022,E06000031,Peterborough,Skin cancer,0,31,58,88,183,230,1180,Central East
30,2022,E06000032,Luton,Bladder,0,3,4,4,14,8,66,Central East
30,2022,E06000032,Luton,Blood cancer,4,15,6,22,25,19,182,Central East
30,2022,E06000032,Luton,Bowel,0,6,17,10,25,43,202,Central East
30,2022,E06000032,Luton,Brain,5,7,1,6,5,5,58,Central East
30,2022,E06000032,Luton,Head and neck,0,2,5,8,9,4,56,Central East
30,2022,E06000032,Luton,Kidney,0,7,3,12,8,3,66,Central East
30,2022,E06000032,Luton,Liver and biliary tract,0,1,3,2,6,2,28,Central East
30,2022,E06000032,Luton,Lung,0,5,12,22,50,23,224,Central East
30,2022,E06000032,Luton,Pancreas,0,1,4,8,2,5,40,Central East
30,2022,E06000032,Luton,Skin cancer,0,16,38,71,123,202,900,Central East
31,2022,E06000033,Southend-on-Sea,Bladder,0,2,5,15,29,29,160,Essex
31,2022,E06000033,Southend-on-Sea,Blood cancer,5,11,8,23,48,35,260,Essex
31,2022,E06000033,Southend-on-Sea,Bowel,0,3,14,28,49,43,274,Essex
31,2022,E06000033,Southend-on-Sea,Brain,0,4,4,8,4,3,46,Essex
31,2022,E06000033,Southend-on-Sea,Head and neck,0,2,10,5,11,3,62,Essex
31,2022,E06000033,Southend-on-Sea,Kidney,0,5,1,6,6,2,40,Essex
31,2022,E06000033,Southend-on-Sea,Liver and biliary tract,0,0,1,6,11,7,50,Essex
31,2022,E06000033,Southend-on-Sea,Lung,0,3,13,28,49,30,246,Essex
31,2022,E06000033,Southend-on-Sea,Pancreas,0,1,3,4,16,7,62,Essex
31,2022,E06000033,Southend-on-Sea,Skin cancer,4,39,74,148,310,288,1726,Essex
32,2022,E06000034,Thurrock,Bladder,0,1,6,15,15,17,108,Essex
32,2022,E06000034,Thurrock,Blood cancer,4,11,11,20,14,20,160,Essex
32,2022,E06000034,Thurrock,Bowel,0,4,8,31,31,29,206,Essex
32,2022,E06000034,Thurrock,Brain,2,5,4,6,3,5,50,Essex
32,2022,E06000034,Thurrock,Head and neck,0,4,11,8,7,2,64,Essex
32,2022,E06000034,Thurrock,Kidney,2,0,3,4,7,3,38,Essex
32,2022,E06000034,Thurrock,Liver and biliary tract,0,2,2,4,7,9,48,Essex
32,2022,E06000034,Thurrock,Lung,0,2,10,16,46,28,204,Essex
32,2022,E06000034,Thurrock,Pancreas,0,2,2,4,5,8,42,Essex
32,2022,E06000034,Thurrock,Skin cancer,0,41,78,100,203,189,1222,Essex
52,2022,E06000055,Bedford,Bladder,0,3,3,20,19,19,128,Central East
52,2022,E06000055,Bedford,Blood cancer,2,13,10,22,28,20,190,Central East
52,2022,E06000055,Bedford,Bowel,0,7,14,24,43,31,238,Central East
52,2022,E06000055,Bedford,Brain,1,6,6,6,5,8,64,Central East
52,2022,E06000055,Bedford,Head and neck,0,6,7,6,13,8,80,Central East
52,2022,E06000055,Bedford,Kidney,2,4,3,7,9,4,58,Central East
52,2022,E06000055,Bedford,Liver and biliary tract,0,0,2,5,10,3,40,Central East
52,2022,E06000055,Bedford,Lung,0,0,11,35,50,32,256,Central East
52,2022,E06000055,Bedford,Pancreas,0,1,7,7,11,8,68,Central East
52,2022,E06000055,Bedford,Skin cancer,0,37,56,103,236,292,1448,Central East
53,2022,E06000056,Central Bedfordshire,Bladder,0,2,6,15,34,35,184,Central East
53,2022,E06000056,Central Bedfordshire,Blood cancer,7,20,23,27,60,26,326,Central East
53,2022,E06000056,Central Bedfordshire,Bowel,0,18,29,37,64,48,392,Central East
53,2022,E06000056,Central Bedfordshire,Brain,2,13,9,10,8,8,100,Central East
53,2022,E06000056,Central Bedfordshire,Head and neck,0,1,17,13,13,5,98,Central East
53,2022,E06000056,Central Bedfordshire,Kidney,1,5,4,20,16,9,110,Central East
53,2022,E06000056,Central Bedfordshire,Liver and biliary tract,1,2,1,12,14,8,76,Central East
53,2022,E06000056,Central Bedfordshire,Lung,0,7,13,47,59,49,350,Central East
53,2022,E06000056,Central Bedfordshire,Pancreas,0,1,8,9,13,14,90,Central East
53,2022,E06000056,Central Bedfordshire,Skin cancer,0,63,137,220,417,404,2482,Central East
64,2022,E07000008,Cambridge,Bladder,0,2,5,4,6,7,48,Central East
64,2022,E07000008,Cambridge,Blood cancer,4,15,10,15,12,26,164,Central East
64,2022,E07000008,Cambridge,Bowel,0,4,7,14,17,19,122,Central East
64,2022,E07000008,Cambridge,Brain,3,6,7,3,4,6,58,Central East
64,2022,E07000008,Cambridge,Head and neck,0,3,3,4,2,1,26,Central East
64,2022,E07000008,Cambridge,Kidney,0,1,4,5,4,2,32,Central East
64,2022,E07000008,Cambridge,Liver and biliary tract,0,0,3,2,4,2,22,Central East
64,2022,E07000008,Cambridge,Lung,0,2,9,24,25,17,154,Central East
64,2022,E07000008,Cambridge,Pancreas,0,2,3,3,6,7,42,Central East
64,2022,E07000008,Cambridge,Skin cancer,1,33,45,83,137,138,874,Central East
65,2022,E07000009,East Cambridgeshire,Bladder,0,0,0,3,7,16,52,Central East
65,2022,E07000009,East Cambridgeshire,Blood cancer,0,1,4,9,22,22,116,Central East
65,2022,E07000009,East Cambridgeshire,Bowel,0,4,9,14,22,24,146,Central East
65,2022,E07000009,East Cambridgeshire,Brain,2,1,4,3,5,3,36,Central East
65,2022,E07000009,East Cambridgeshire,Head and neck,0,0,4,7,6,0,34,Central East
65,2022,E07000009,East Cambridgeshire,Kidney,0,1,0,3,9,4,34,Central East
65,2022,E07000009,East Cambridgeshire,Liver and biliary tract,0,0,0,0,8,5,26,Central East
65,2022,E07000009,East Cambridgeshire,Lung,0,0,4,12,20,17,106,Central East
65,2022,E07000009,East Cambridgeshire,Pancreas,0,2,2,5,7,3,38,Central East
65,2022,E07000009,East Cambridgeshire,Skin cancer,0,19,31,69,144,178,882,Central East
66,2022,E07000010,Fenland,Bladder,0,1,3,4,13,14,70,Central East
66,2022,E07000010,Fenland,Blood cancer,1,4,11,19,31,17,166,Central East
66,2022,E07000010,Fenland,Bowel,0,5,7,24,36,25,194,Central East
66,2022,E07000010,Fenland,Brain,4,5,3,5,9,2,56,Central East
66,2022,E07000010,Fenland,Head and neck,0,3,8,5,9,1,52,Central East
66,2022,E07000010,Fenland,Kidney,1,1,2,5,9,7,50,Central East
66,2022,E07000010,Fenland,Liver and biliary tract,0,0,2,1,9,9,42,Central East
66,2022,E07000010,Fenland,Lung,0,2,6,23,40,29,200,Central East
66,2022,E07000010,Fenland,Pancreas,0,1,1,8,7,6,46,Central East
66,2022,E07000010,Fenland,Skin cancer,0,10,23,85,149,170,874,Central East
67,2022,E07000011,Huntingdonshire,Bladder,0,1,6,11,27,21,132,Central East
67,2022,E07000011,Huntingdonshire,Blood cancer,3,11,12,32,56,37,302,Central East
67,2022,E07000011,Huntingdonshire,Bowel,0,12,17,32,46,37,288,Central East
67,2022,E07000011,Huntingdonshire,Brain,0,11,8,6,4,4,66,Central East
67,2022,E07000011,Huntingdonshire,Head and neck,0,6,11,7,10,5,78,Central East
67,2022,E07000011,Huntingdonshire,Kidney,0,0,5,11,14,7,74,Central East
67,2022,E07000011,Huntingdonshire,Liver and biliary tract,0,0,3,7,10,5,50,Central East
67,2022,E07000011,Huntingdonshire,Lung,0,7,5,29,46,26,226,Central East
67,2022,E07000011,Huntingdonshire,Pancreas,0,2,4,9,20,14,98,Central East
67,2022,E07000011,Huntingdonshire,Skin cancer,2,30,95,138,308,302,1750,Central East
68,2022,E07000012,South Cambridgeshire,Bladder,0,1,5,7,17,25,110,Central East
68,2022,E07000012,South Cambridgeshire,Blood cancer,4,7,6,22,47,33,238,Central East
68,2022,E07000012,South Cambridgeshire,Bowel,0,3,15,28,33,45,248,Central East
68,2022,E07000012,South Cambridgeshire,Brain,4,3,7,2,5,5,52,Central East
68,2022,E07000012,South Cambridgeshire,Head and neck,0,2,5,6,7,3,46,Central East
68,2022,E07000012,South Cambridgeshire,Kidney,1,4,7,9,2,6,58,Central East
68,2022,E07000012,South Cambridgeshire,Liver and biliary tract,0,1,5,6,6,7,50,Central East
68,2022,E07000012,South Cambridgeshire,Lung,1,0,7,15,40,38,202,Central East
68,2022,E07000012,South Cambridgeshire,Pancreas,0,2,4,5,15,5,62,Central East
68,2022,E07000012,South Cambridgeshire,Skin cancer,0,53,86,150,322,343,1908,Central East
90,2022,E07000066,Basildon,Bladder,0,1,3,13,20,21,116,Essex
90,2022,E07000066,Basildon,Blood cancer,5,10,10,37,35,25,244,Essex
90,2022,E07000066,Basildon,Bowel,0,8,16,34,35,33,252,Essex
90,2022,E07000066,Basildon,Brain,2,6,7,3,4,2,48,Essex
90,2022,E07000066,Basildon,Head and neck,0,6,5,13,3,6,66,Essex
90,2022,E07000066,Basildon,Kidney,1,2,11,11,5,5,70,Essex
90,2022,E07000066,Basildon,Liver and biliary tract,0,0,2,5,11,5,46,Essex
90,2022,E07000066,Basildon,Lung,1,4,14,29,42,55,290,Essex
90,2022,E07000066,Basildon,Pancreas,1,1,4,5,6,9,52,Essex
90,2022,E07000066,Basildon,Skin cancer,2,48,100,151,295,302,1796,Essex
91,2022,E07000067,Braintree,Bladder,0,1,4,8,15,14,84,Essex
91,2022,E07000067,Braintree,Blood cancer,2,10,10,17,38,27,208,Essex
91,2022,E07000067,Braintree,Bowel,0,7,21,21,32,32,226,Essex
91,2022,E07000067,Braintree,Brain,2,3,3,3,2,3,32,Essex
91,2022,E07000067,Braintree,Head and neck,0,1,5,5,5,6,44,Essex
91,2022,E07000067,Braintree,Kidney,0,3,6,8,7,10,68,Essex
91,2022,E07000067,Braintree,Liver and biliary tract,0,1,4,4,7,5,42,Essex
91,2022,E07000067,Braintree,Lung,0,4,10,23,32,19,176,Essex
91,2022,E07000067,Braintree,Pancreas,0,0,3,4,4,4,30,Essex
91,2022,E07000067,Braintree,Skin cancer,1,40,94,144,298,247,1648,Essex
92,2022,E07000068,Brentwood,Bladder,0,0,2,7,9,5,46,Essex
92,2022,E07000068,Brentwood,Blood cancer,0,2,4,8,18,13,90,Essex
92,2022,E07000068,Brentwood,Bowel,0,2,5,9,12,16,88,Essex
92,2022,E07000068,Brentwood,Brain,2,4,4,1,1,2,28,Essex
92,2022,E07000068,Brentwood,Head and neck,0,0,3,1,1,2,14,Essex
92,2022,E07000068,Brentwood,Kidney,0,1,6,2,4,1,28,Essex
92,2022,E07000068,Brentwood,Liver and biliary tract,0,2,3,0,1,0,12,Essex
92,2022,E07000068,Brentwood,Lung,0,0,1,7,14,19,82,Essex
92,2022,E07000068,Brentwood,Pancreas,0,0,1,2,4,5,24,Essex
92,2022,E07000068,Brentwood,Skin cancer,1,25,50,67,154,175,944,Essex
93,2022,E07000069,Castle Point,Bladder,0,0,1,7,22,14,88,Essex
93,2022,E07000069,Castle Point,Blood cancer,0,4,10,14,25,19,144,Essex
93,2022,E07000069,Castle Point,Bowel,0,6,10,9,24,34,166,Essex
93,2022,E07000069,Castle Point,Brain,3,2,5,4,6,2,44,Essex
93,2022,E07000069,Castle Point,Head and neck,0,1,4,5,6,3,38,Essex
93,2022,E07000069,Castle Point,Kidney,0,0,2,3,7,3,30,Essex
93,2022,E07000069,Castle Point,Liver and biliary tract,0,2,2,3,10,2,38,Essex
93,2022,E07000069,Castle Point,Lung,0,0,2,17,36,28,166,Essex
93,2022,E07000069,Castle Point,Pancreas,0,1,1,3,8,5,36,Essex
93,2022,E07000069,Castle Point,Skin cancer,0,23,65,95,224,244,1302,Essex
94,2022,E07000070,Chelmsford,Bladder,0,3,1,5,25,23,114,Essex
94,2022,E07000070,Chelmsford,Blood cancer,1,11,17,7,34,26,192,Essex
94,2022,E07000070,Chelmsford,Bowel,0,9,10,28,41,38,252,Essex
94,2022,E07000070,Chelmsford,Brain,2,4,6,5,12,2,62,Essex
94,2022,E07000070,Chelmsford,Head and neck,0,5,7,13,6,7,76,Essex
94,2022,E07000070,Chelmsford,Kidney,1,1,2,5,10,6,50,Essex
