fid,Year,Geography code,Geography name,Cancer Type,Age 00 to 24,Age 25 to 49,Age 50 to 59,Age 60 to 69,Age 70 to 79,Age 80 and over,Total Incidence,ICB
29,2018,E06000031,Peterborough,Bladder,0,2,7,10,25,22,132,Central East
29,2018,E06000031,Peterborough,Blood cancer,6,12,9,26,25,23,202,Central East
29,2018,E06000031,Peterborough,Bowel,0,7,13,21,35,29,210,Central East
29,2018,E06000031,Peterborough,Brain,4,9,4,3,4,5,58,Central East
29,2018,E06000031,Peterborough,Head and neck,1,4,6,12,8,4,70,Central East
29,2018,E06000031,Peterborough,Kidney,1,3,6,8,7,7,64,Central East
29,2018,E06000031,Peterborough,Liver and biliary tract,0,0,5,4,1,7,34,Central East
29,2018,E06000031,Peterborough,Lung,0,6,17,23,30,35,222,Central East
29,2018,E06000031,Peterborough,Pancreas,0,0,2,6,9,6,46,Central East
29,2018,E06000031,Peterborough,Skin cancer,0,38,44,79,181,193,1070,Central East
30,2018,E06000032,Luton,Bladder,0,1,6,7,15,15,88,Central East
30,2018,E06000032,Luton,Blood cancer,6,17,23,17,33,23,238,Central East
30,2018,E06000032,Luton,Bowel,0,9,16,20,26,33,208,Central East
30,2018,E06000032,Luton,Brain,1,8,9,5,5,1,58,Central East
30,2018,E06000032,Luton,Head and neck,3,5,4,12,6,5,70,Central East
30,2018,E06000032,Luton,Kidney,1,5,4,5,3,4,44,Central East
30,2018,E06000032,Luton,Liver and biliary tract,0,1,3,7,7,4,44,Central East
30,2018,E06000032,Luton,Lung,0,6,12,26,32,26,204,Central East
30,2018,E06000032,Luton,Pancreas,0,0,2,7,10,5,48,Central East
30,2018,E06000032,Luton,Skin cancer,0,17,39,70,118,168,824,Central East
31,2018,E06000033,Southend-on-Sea,Bladder,0,4,6,15,29,17,142,Essex
31,2018,E06000033,Southend-on-Sea,Blood cancer,10,15,13,29,44,27,276,Essex
31,2018,E06000033,Southend-on-Sea,Bowel,0,9,9,28,32,42,240,Essex
31,2018,E06000033,Southend-on-Sea,Brain,1,7,5,7,6,1,54,Essex
31,2018,E06000033,Southend-on-Sea,Head and neck,0,2,16,5,8,3,68,Essex
31,2018,E06000033,Southend-on-Sea,Kidney,0,4,9,6,5,14,76,Essex
31,2018,E06000033,Southend-on-Sea,Liver and biliary tract,0,1,4,4,12,9,60,Essex
31,2018,E06000033,Southend-on-Sea,Lung,0,3,12,35,60,39,298,Essex
31,2018,E06000033,Southend-on-Sea,Pancreas,0,1,4,13,15,11,88,Essex
31,2018,E06000033,Southend-on-Sea,Skin cancer,2,68,92,155,309,362,1976,Essex
32,2018,E06000034,Thurrock,Bladder,0,1,5,10,16,15,94,Essex
32,2018,E06000034,Thurrock,Blood cancer,9,12,15,21,31,29,234,Essex
32,2018,E06000034,Thurrock,Bowel,1,6,12,22,19,23,166,Essex
32,2018,E06000034,Thurrock,Brain,2,5,5,7,2,1,44,Essex
32,2018,E06000034,Thurrock,Head and neck,1,3,7,6,5,0,44,Essex
32,2018,E06000034,Thurrock,Kidney,0,2,2,7,5,7,46,Essex
32,2018,E06000034,Thurrock,Liver and biliary tract,0,1,3,6,3,2,30,Essex
32,2018,E06000034,Thurrock,Lung,0,3,10,25,49,22,218,Essex
32,2018,E06000034,Thurrock,Pancreas,0,1,1,4,6,2,28,Essex
32,2018,E06000034,Thurrock,Skin cancer,3,57,76,87,194,205,1244,Essex
52,2018,E06000055,Bedford,Bladder,0,1,2,11,18,15,94,Central East
52,2018,E06000055,Bedford,Blood cancer,7,15,14,26,32,25,238,Central East
52,2018,E06000055,Bedford,Bowel,0,2,12,21,30,23,176,Central East
52,2018,E06000055,Bedford,Brain,1,7,6,4,4,11,66,Central East
52,2018,E06000055,Bedford,Head and neck,0,5,8,5,5,3,52,Central East
52,2018,E06000055,Bedford,Kidney,0,2,3,9,9,8,62,Central East
52,2018,E06000055,Bedford,Liver and biliary tract,0,0,2,4,10,5,42,Central East
52,2018,E06000055,Bedford,Lung,0,6,12,25,30,20,186,Central East
52,2018,E06000055,Bedford,Pancreas,0,0,6,4,9,9,56,Central East
52,2018,E06000055,Bedford,Skin cancer,2,38,67,117,229,282,1470,Central East
53,2018,E06000056,Central Bedfordshire,Bladder,0,1,4,22,27,38,184,Central East
53,2018,E06000056,Central Bedfordshire,Blood cancer,6,19,27,44,67,32,390,Central East
53,2018,E06000056,Central Bedfordshire,Bowel,0,6,29,42,53,51,362,Central East
53,2018,E06000056,Central Bedfordshire,Brain,5,14,5,15,11,7,114,Central East
53,2018,E06000056,Central Bedfordshire,Head and neck,0,7,7,9,6,3,64,Central East
53,2018,E06000056,Central Bedfordshire,Kidney,0,0,11,14,11,6,84,Central East
53,2018,E06000056,Central Bedfordshire,Liver and biliary tract,0,1,3,7,10,4,50,Central East
53,2018,E06000056,Central Bedfordshire,Lung,0,5,17,48,50,47,334,Central East
53,2018,E06000056,Central Bedfordshire,Pancreas,0,2,8,10,14,13,94,Central East
53,2018,E06000056,Central Bedfordshire,Skin cancer,3,72,111,241,406,401,2468,Central East
64,2018,E07000008,Cambridge,Bladder,0,0,4,6,10,7,54,Central East
64,2018,E07000008,Cambridge,Blood cancer,0,12,6,13,20,15,132,Central East
64,2018,E07000008,Cambridge,Bowel,0,9,5,18,19,17,136,Central East
64,2018,E07000008,Cambridge,Brain,2,2,2,4,2,4,32,Central East
64,2018,E07000008,Cambridge,Head and neck,0,2,7,3,2,4,36,Central East
64,2018,E07000008,Cambridge,Kidney,0,1,1,2,3,1,16,Central East
64,2018,E07000008,Cambridge,Liver and biliary tract,0,2,1,2,6,5,32,Central East
64,2018,E07000008,Cambridge,Lung,0,4,6,8,19,18,110,Central East
64,2018,E07000008,Cambridge,Pancreas,0,1,3,5,1,3,26,Central East
64,2018,E07000008,Cambridge,Skin cancer,0,35,54,88,131,136,888,Central East
65,2018,E07000009,East Cambridgeshire,Bladder,0,2,3,8,7,19,78,Central East
65,2018,E07000009,East Cambridgeshire,Blood cancer,3,3,6,16,15,10,106,Central East
65,2018,E07000009,East Cambridgeshire,Bowel,0,8,10,19,20,25,164,Central East
65,2018,E07000009,East Cambridgeshire,Brain,0,0,2,4,8,1,30,Central East
65,2018,E07000009,East Cambridgeshire,Head and neck,0,1,3,3,4,2,26,Central East
65,2018,E07000009,East Cambridgeshire,Kidney,0,2,4,8,7,2,46,Central East
65,2018,E07000009,East Cambridgeshire,Liver and biliary tract,0,0,3,1,4,4,24,Central East
65,2018,E07000009,East Cambridgeshire,Lung,0,3,3,12,27,12,114,Central East
65,2018,E07000009,East Cambridgeshire,Pancreas,0,2,1,1,9,4,34,Central East
65,2018,E07000009,East Cambridgeshire,Skin cancer,0,25,35,68,137,143,816,Central East
66,2018,E07000010,Fenland,Bladder,0,3,4,10,19,11,94,Central East
66,2018,E07000010,Fenland,Blood cancer,3,3,11,27,26,15,170,Central East
66,2018,E07000010,Fenland,Bowel,0,3,13,11,34,25,172,Central East
66,2018,E07000010,Fenland,Brain,1,4,7,3,2,5,44,Central East
66,2018,E07000010,Fenland,Head and neck,0,2,6,6,2,3,38,Central East
66,2018,E07000010,Fenland,Kidney,0,3,3,5,7,2,40,Central East
66,2018,E07000010,Fenland,Liver and biliary tract,0,1,1,3,4,5,28,Central East
66,2018,E07000010,Fenland,Lung,0,1,4,20,30,24,158,Central East
66,2018,E07000010,Fenland,Pancreas,0,2,0,1,7,5,30,Central East
66,2018,E07000010,Fenland,Skin cancer,0,14,31,64,118,183,820,Central East
67,2018,E07000011,Huntingdonshire,Bladder,0,0,2,13,25,14,108,Central East
67,2018,E07000011,Huntingdonshire,Blood cancer,3,8,22,24,35,32,248,Central East
67,2018,E07000011,Huntingdonshire,Bowel,1,4,7,39,50,31,264,Central East
67,2018,E07000011,Huntingdonshire,Brain,2,5,8,10,6,3,68,Central East
67,2018,E07000011,Huntingdonshire,Head and neck,2,7,8,9,6,5,74,Central East
67,2018,E07000011,Huntingdonshire,Kidney,0,2,1,8,9,4,48,Central East
67,2018,E07000011,Huntingdonshire,Liver and biliary tract,0,0,2,3,7,4,32,Central East
67,2018,E07000011,Huntingdonshire,Lung,0,2,8,15,52,31,216,Central East
67,2018,E07000011,Huntingdonshire,Pancreas,0,6,4,4,9,8,62,Central East
67,2018,E07000011,Huntingdonshire,Skin cancer,0,41,94,170,293,258,1712,Central East
68,2018,E07000012,South Cambridgeshire,Bladder,0,4,0,8,25,16,106,Central East
68,2018,E07000012,South Cambridgeshire,Blood cancer,3,9,11,25,38,27,226,Central East
68,2018,E07000012,South Cambridgeshire,Bowel,1,11,7,21,30,48,236,Central East
68,2018,E07000012,South Cambridgeshire,Brain,1,8,6,6,5,4,60,Central East
68,2018,E07000012,South Cambridgeshire,Head and neck,1,2,5,5,9,5,54,Central East
68,2018,E07000012,South Cambridgeshire,Kidney,0,2,4,5,7,7,50,Central East
68,2018,E07000012,South Cambridgeshire,Liver and biliary tract,0,0,1,7,6,5,38,Central East
68,2018,E07000012,South Cambridgeshire,Lung,0,0,6,18,27,24,150,Central East
68,2018,E07000012,South Cambridgeshire,Pancreas,1,3,1,6,11,8,60,Central East
68,2018,E07000012,South Cambridgeshire,Skin cancer,3,62,93,165,270,290,1766,Central East
90,2018,E07000066,Basildon,Bladder,0,2,3,9,24,22,120,Essex
90,2018,E07000066,Basildon,Blood cancer,5,11,11,26,31,29,226,Essex
90,2018,E07000066,Basildon,Bowel,1,8,17,35,31,36,256,Essex
90,2018,E07000066,Basildon,Brain,2,7,4,6,4,9,64,Essex
90,2018,E07000066,Basildon,Head and neck,0,2,12,6,6,3,58,Essex
90,2018,E07000066,Basildon,Kidney,0,5,5,10,12,9,82,Essex
90,2018,E07000066,Basildon,Liver and biliary tract,0,0,1,4,11,8,48,Essex
90,2018,E07000066,Basildon,Lung,0,2,16,39,47,34,276,Essex
90,2018,E07000066,Basildon,Pancreas,0,2,2,3,8,13,56,Essex
90,2018,E07000066,Basildon,Skin cancer,1,65,95,154,286,304,1810,Essex
91,2018,E07000067,Braintree,Bladder,0,1,3,13,18,13,96,Essex
91,2018,E07000067,Braintree,Blood cancer,4,9,6,13,35,22,178,Essex
91,2018,E07000067,Braintree,Bowel,0,6,15,11,27,28,174,Essex
91,2018,E07000067,Braintree,Brain,3,6,5,6,1,5,52,Essex
91,2018,E07000067,Braintree,Head and neck,0,2,4,5,6,3,40,Essex
91,2018,E07000067,Braintree,Kidney,1,3,4,9,6,3,52,Essex
91,2018,E07000067,Braintree,Liver and biliary tract,0,1,3,6,8,4,44,Essex
91,2018,E07000067,Braintree,Lung,0,1,5,21,34,23,168,Essex
91,2018,E07000067,Braintree,Pancreas,0,0,1,6,11,11,58,Essex
91,2018,E07000067,Braintree,Skin cancer,1,51,80,127,231,228,1436,Essex
92,2018,E07000068,Brentwood,Bladder,0,0,0,3,11,6,40,Essex
92,2018,E07000068,Brentwood,Blood cancer,2,6,4,17,15,19,126,Essex
92,2018,E07000068,Brentwood,Bowel,0,1,6,15,24,16,124,Essex
92,2018,E07000068,Brentwood,Brain,2,5,1,3,4,5,40,Essex
92,2018,E07000068,Brentwood,Head and neck,0,3,5,8,3,1,40,Essex
92,2018,E07000068,Brentwood,Kidney,0,0,1,8,5,3,34,Essex
92,2018,E07000068,Brentwood,Liver and biliary tract,0,1,1,0,2,4,16,Essex
92,2018,E07000068,Brentwood,Lung,0,1,4,10,15,13,86,Essex
92,2018,E07000068,Brentwood,Pancreas,0,0,0,1,5,3,18,Essex
92,2018,E07000068,Brentwood,Skin cancer,0,23,45,85,142,179,948,Essex
93,2018,E07000069,Castle Point,Bladder,0,1,4,9,17,11,84,Essex
93,2018,E07000069,Castle Point,Blood cancer,2,9,5,21,17,14,136,Essex
93,2018,E07000069,Castle Point,Bowel,1,5,7,9,27,25,148,Essex
93,2018,E07000069,Castle Point,Brain,2,5,2,5,3,3,40,Essex
93,2018,E07000069,Castle Point,Head and neck,0,2,2,2,7,2,30,Essex
93,2018,E07000069,Castle Point,Kidney,0,1,6,5,5,7,48,Essex
93,2018,E07000069,Castle Point,Liver and biliary tract,0,0,0,1,5,2,16,Essex
93,2018,E07000069,Castle Point,Lung,0,3,4,15,36,19,154,Essex
93,2018,E07000069,Castle Point,Pancreas,0,0,4,4,4,4,32,Essex
93,2018,E07000069,Castle Point,Skin cancer,0,37,60,92,252,239,1360,Essex
94,2018,E07000070,Chelmsford,Bladder,0,3,4,13,30,18,136,Essex
94,2018,E07000070,Chelmsford,Blood cancer,3,9,14,28,40,36,260,Essex
94,2018,E07000070,Chelmsford,Bowel,0,9,9,20,35,33,212,Essex
94,2018,E07000070,Chelmsford,Brain,3,5,7,8,10,5,76,Essex
94,2018,E07000070,Chelmsford,Head and neck,0,5,3,11,5,6,60,Essex
94,2018,E07000070,Chelmsford,Kidney,0,3,6,4,12,8,66,Essex
94,2018,E07000070,Chelmsford,Liver and biliary tract,0,1,1,4,9,9,48,Essex
94,2018,E07000070,Chelmsford,Lung,0,2,5,22,38,35,204,Essex
94,2018,E07000070,Chelmsford,Pancreas,0,2,2,6,9,11,60,Essex
94,2018,E07000070,Chelmsford,Skin cancer,1,56,105,164,310,303,1878,Essex
95,2018,E07000071,Colchester,Bladder,0,6,4,9,24,28,142,Essex
95,2018,E07000071,Colchester,Blood cancer,4,14,14,26,42,26,252,Essex
95,2018,E07000071,Colchester,Bowel,1,13,13,24,34,41,252,Essex
95,2018,E07000071,Colchester,Brain,3,4,6,4,6,4,54,Essex
95,2018,E07000071,Colchester,Head and neck,0,5,7,9,5,5,62,Essex
95,2018,E07000071,Colchester,Kidney,0,5,4,10,6,5,60,Essex
95,2018,E07000071,Colchester,Liver and biliary tract,0,1,3,5,7,4,40,Essex
95,2018,E07000071,Colchester,Lung,0,7,15,33,37,32,248,Essex
95,2018,E07000071,Colchester,Pancreas,0,2,3,10,6,13,68,Essex
95,2018,E07000071,Colchester,Skin cancer,0,69,67,131,279,317,1726,Essex
96,2018,E07000072,Epping Forest,Bladder,0,2,8,12,25,20,134,Essex
96,2018,E07000072,Epping Forest,Blood cancer,6,9,14,18,16,26,178,Essex
96,2018,E07000072,Epping Forest,Bowel,0,6,7,23,19,23,156,Essex
96,2018,E07000072,Epping Forest,Brain,4,3,5,4,8,2,52,Essex
96,2018,E07000072,Epping Forest,Head and neck,0,1,4,9,7,0,42,Essex
96,2018,E07000072,Epping Forest,Kidney,1,2,1,8,9,4,50,Essex
96,2018,E07000072,Epping Forest,Liver and biliary tract,0,0,2,4,6,6,36,Essex
96,2018,E07000072,Epping Forest,Lung,0,2,12,22,41,31,216,Essex
96,2018,E07000072,Epping Forest,Pancreas,0,0,3,8,5,7,46,Essex
96,2018,E07000072,Epping Forest,Skin cancer,2,32,52,89,154,186,1030,Essex
97,2018,E07000073,Harlow,Bladder,0,2,5,6,4,5,44,Essex
97,2018,E07000073,Harlow,Blood cancer,2,10,5,13,9,16,110,Essex
97,2018,E07000073,Harlow,Bowel,0,7,9,14,20,8,116,Essex
97,2018,E07000073,Harlow,Brain,2,5,1,1,3,0,24,Essex
97,2018,E07000073,Harlow,Head and neck,0,2,1,6,5,2,32,Essex
97,2018,E07000073,Harlow,Kidney,1,2,6,5,3,4,42,Essex
97,2018,E07000073,Harlow,Liver and biliary tract,0,0,0,2,4,1,14,Essex
97,2018,E07000073,Harlow,Lung,0,2,3,14,13,27,118,Essex
97,2018,E07000073,Harlow,Pancreas,0,0,2,0,4,5,22,Essex
97,2018,E07000073,Harlow,Skin cancer,1,21,30,49,85,100,572,Essex
98,2018,E07000074,Maldon,Bladder,0,0,0,7,7,10,48,Essex
98,2018,E07000074,Maldon,Blood cancer,1,4,4,12,13,18,104,Essex
98,2018,E07000074,Maldon,Bowel,0,1,6,7,21,10,90,Essex
98,2018,E07000074,Maldon,Brain,0,3,2,0,2,2,18,Essex
98,2018,E07000074,Maldon,Head and neck,1,1,1,5,2,1,22,Essex
98,2018,E07000074,Maldon,Kidney,0,0,3,2,7,1,26,Essex
98,2018,E07000074,Maldon,Liver and biliary tract,0,0,1,3,5,7,32,Essex
98,2018,E07000074,Maldon,Lung,0,0,3,10,12,12,74,Essex
98,2018,E07000074,Maldon,Pancreas,0,1,2,4,3,3,26,Essex
98,2018,E07000074,Maldon,Skin cancer,0,16,38,64,152,110,760,Essex
99,2018,E07000075,Rochford,Bladder,0,0,2,8,17,10,74,Essex
99,2018,E07000075,Rochford,Blood cancer,2,6,9,12,23,20,144,Essex
99,2018,E07000075,Rochford,Bowel,0,4,8,17,24,20,146,Essex
99,2018,E07000075,Rochford,Brain,0,2,2,3,3,3,26,Essex
99,2018,E07000075,Rochford,Head and neck,2,1,2,3,2,1,22,Essex
99,2018,E07000075,Rochford,Kidney,0,1,4,3,2,7,34,Essex
99,2018,E07000075,Rochford,Liver and biliary tract,0,0,0,3,2,2,14,Essex
99,2018,E07000075,Rochford,Lung,0,1,6,12,20,18,114,Essex
99,2018,E07000075,Rochford,Pancreas,0,0,0,2,12,5,38,Essex
99,2018,E07000075,Rochford,Skin cancer,1,24,55,103,208,197,1176,Essex
100,2018,E07000076,Tendring,Bladder,0,0,6,17,26,22,142,Essex
100,2018,E07000076,Tendring,Blood cancer,3,5,15,20,55,36,268,Essex
100,2018,E07000076,Tendring,Bowel,0,8,9,24,63,49,306,Essex
100,2018,E07000076,Tendring,Brain,0,4,6,4,8,7,58,Essex
100,2018,E07000076,Tendring,Head and neck,0,0,8,8,13,6,70,Essex
100,2018,E07000076,Tendring,Kidney,0,2,3,11,15,9,80,Essex
100,2018,E07000076,Tendring,Liver and biliary tract,0,0,2,4,11,9,52,Essex
100,2018,E07000076,Tendring,Lung,0,2,14,44,64,48,344,Essex
100,2018,E07000076,Tendring,Pancreas,0,1,1,7,12,7,56,Essex
100,2018,E07000076,Tendring,Skin cancer,0,25,58,138,342,405,1936,Essex
101,2018,E07000077,Uttlesford,Bladder,0,0,1,8,14,17,80,Essex
101,2018,E07000077,Uttlesford,Blood cancer,5,4,6,11,18,12,112,Essex
101,2018,E07000077,Uttlesford,Bowel,0,4,6,13,14,19,112,Essex
101,2018,E07000077,Uttlesford,Brain,1,5,3,3,3,2,34,Essex
101,2018,E07000077,Uttlesford,Head and neck,0,1,5,2,5,1,28,Essex
101,2018,E07000077,Uttlesford,Kidney,0,1,3,0,5,3,24,Essex
101,2018,E07000077,Uttlesford,Liver and biliary tract,0,1,1,3,2,9,32,Essex
101,2018,E07000077,Uttlesford,Lung,0,1,3,11,15,16,92,Essex
101,2018,E07000077,Uttlesford,Pancreas,0,0,1,1,3,4,18,Essex
101,2018,E07000077,Uttlesford,Skin cancer,0,36,46,95,135,162,948,Essex
119,2018,E07000095,Broxbourne,Bladder,0,1,6,7,14,13,82,Central East
119,2018,E07000095,Broxbourne,Blood cancer,2,7,9,11,21,15,130,Central East
119,2018,E07000095,Broxbourne,Bowel,0,7,10,9,9,22,114,Central East
119,2018,E07000095,Broxbourne,Brain,2,3,3,3,2,3,32,Central East
119,2018,E07000095,Broxbourne,Head and neck,0,1,3,4,2,2,24,Central East
119,2018,E07000095,Broxbourne,Kidney,0,0,3,1,4,4,24,Central East
119,2018,E07000095,Broxbourne,Liver and biliary tract,0,0,1,3,2,1,14,Central East
119,2018,E07000095,Broxbourne,Lung,0,2,5,13,23,29,144,Central East
119,2018,E07000095,Broxbourne,Pancreas,0,0,1,3,7,6,34,Central East
119,2018,E07000095,Broxbourne,Skin cancer,0,23,39,65,143,142,824,Central East
120,2018,E07000096,Dacorum,Bladder,1,1,5,5,12,15,78,Central East
120,2018,E07000096,Dacorum,Blood cancer,3,8,5,18,35,28,194,Central East
120,2018,E07000096,Dacorum,Bowel,0,11,8,26,28,28,202,Central East
120,2018,E07000096,Dacorum,Brain,1,1,5,5,4,7,46,Central East
120,2018,E07000096,Dacorum,Head and neck,0,3,3,8,6,3,46,Central East
120,2018,E07000096,Dacorum,Kidney,0,5,5,6,7,6,58,Central East
120,2018,E07000096,Dacorum,Liver and biliary tract,0,0,1,5,5,7,36,Central East
120,2018,E07000096,Dacorum,Lung,0,3,4,20,27,26,160,Central East
120,2018,E07000096,Dacorum,Pancreas,0,1,2,5,7,16,62,Central East
120,2018,E07000096,Dacorum,Skin cancer,2,34,64,137,205,256,1396,Central East
121,2018,E07000098,Hertsmere,Bladder,0,1,2,5,7,14,58,Central East
121,2018,E07000098,Hertsmere,Blood cancer,3,10,7,12,29,19,160,Central East
121,2018,E07000098,Hertsmere,Bowel,0,7,10,15,16,32,160,Central East
121,2018,E07000098,Hertsmere,Brain,2,1,7,2,4,3,38,Central East
121,2018,E07000098,Hertsmere,Head and neck,0,0,5,4,3,3,30,Central East
121,2018,E07000098,Hertsmere,Kidney,0,0,1,0,2,3,12,Central East
121,2018,E07000098,Hertsmere,Liver and biliary tract,0,0,0,1,3,7,22,Central East
121,2018,E07000098,Hertsmere,Lung,0,2,5,16,24,17,128,Central East
121,2018,E07000098,Hertsmere,Pancreas,0,1,1,3,7,4,32,Central East
121,2018,E07000098,Hertsmere,Skin cancer,0,23,42,53,142,206,932,Central East
122,2018,E07000099,North Hertfordshire,Bladder,0,1,5,8,22,23,118,Central East
122,2018,E07000099,North Hertfordshire,Blood cancer,2,4,13,14,18,28,158,Central East
122,2018,E07000099,North Hertfordshire,Bowel,0,9,7,21,30,21,176,Central East
122,2018,E07000099,North Hertfordshire,Brain,1,7,5,8,5,2,56,Central East
122,2018,E07000099,North Hertfordshire,Head and neck,1,2,2,5,4,3,34,Central East
122,2018,E07000099,North Hertfordshire,Kidney,0,1,3,6,4,1,30,Central East
122,2018,E07000099,North Hertfordshire,Liver and biliary tract,0,1,2,5,7,3,36,Central East
122,2018,E07000099,North Hertfordshire,Lung,0,3,6,16,36,19,160,Central East
122,2018,E07000099,North Hertfordshire,Pancreas,0,0,1,3,8,10,44,Central East
122,2018,E07000099,North Hertfordshire,Skin cancer,0,42,61,90,194,207,1188,Central East
123,2018,E07000102,Three Rivers,Bladder,0,1,2,4,7,9,46,Central East
123,2018,E07000102,Three Rivers,Blood cancer,2,6,2,13,26,13,124,Central East
123,2018,E07000102,Three Rivers,Bowel,0,2,6,10,12,21,102,Central East
123,2018,E07000102,Three Rivers,Brain,2,1,1,2,7,1,28,Central East
123,2018,E07000102,Three Rivers,Head and neck,0,1,5,3,1,7,34,Central East
123,2018,E07000102,Three Rivers,Kidney,0,0,3,0,4,3,20,Central East
123,2018,E07000102,Three Rivers,Liver and biliary tract,0,1,1,4,2,3,22,Central East
123,2018,E07000102,Three Rivers,Lung,0,4,4,13,19,15,110,Central East
123,2018,E07000102,Three Rivers,Pancreas,0,1,1,5,5,7,38,Central East
123,2018,E07000102,Three Rivers,Skin cancer,1,22,56,74,131,179,926,Central East
124,2018,E07000103,Watford,Bladder,0,4,2,2,5,7,40,Central East
124,2018,E07000103,Watford,Blood cancer,3,5,9,16,19,12,128,Central East
124,2018,E07000103,Watford,Bowel,0,1,9,13,13,18,108,Central East
124,2018,E07000103,Watford,Brain,1,2,1,5,1,1,22,Central East
124,2018,E07000103,Watford,Head and neck,0,1,2,6,5,1,30,Central East
124,2018,E07000103,Watford,Kidney,0,3,1,3,4,0,22,Central East
124,2018,E07000103,Watford,Liver and biliary tract,1,0,3,5,0,1,20,Central East
124,2018,E07000103,Watford,Lung,0,5,8,14,18,12,114,Central East
124,2018,E07000103,Watford,Pancreas,0,1,3,2,3,6,30,Central East
124,2018,E07000103,Watford,Skin cancer,1,27,22,53,87,109,598,Central East
163,2018,E07000143,Breckland,Bladder,0,2,7,14,20,30,146,Norfolk and Suffolk
163,2018,E07000143,Breckland,Blood cancer,1,10,10,19,30,25,190,Norfolk and Suffolk
163,2018,E07000143,Breckland,Bowel,0,7,15,16,41,37,232,Norfolk and Suffolk
163,2018,E07000143,Breckland,Brain,3,3,1,1,7,3,36,Norfolk and Suffolk
163,2018,E07000143,Breckland,Head and neck,0,2,6,5,11,1,50,Norfolk and Suffolk
163,2018,E07000143,Breckland,Kidney,0,3,5,9,7,1,50,Norfolk and Suffolk
163,2018,E07000143,Breckland,Liver and biliary tract,1,0,0,2,6,8,34,Norfolk and Suffolk
163,2018,E07000143,Breckland,Lung,0,2,12,27,54,35,260,Norfolk and Suffolk
163,2018,E07000143,Breckland,Pancreas,0,1,3,2,16,11,66,Norfolk and Suffolk
163,2018,E07000143,Breckland,Skin cancer,2,33,50,111,244,244,1368,Norfolk and Suffolk
164,2018,E07000144,Broadland,Bladder,0,1,2,12,14,23,104,Norfolk and Suffolk
164,2018,E07000144,Broadland,Blood cancer,1,7,11,16,38,24,194,Norfolk and Suffolk
164,2018,E07000144,Broadland,Bowel,0,3,9,22,35,33,204,Norfolk and Suffolk
164,2018,E07000144,Broadland,Brain,1,5,3,6,8,3,52,Norfolk and Suffolk
164,2018,E07000144,Broadland,Head and neck,0,0,10,6,2,3,42,Norfolk and Suffolk
164,2018,E07000144,Broadland,Kidney,0,1,3,5,3,4,32,Norfolk and Suffolk
164,2018,E07000144,Broadland,Liver and biliary tract,0,0,1,4,2,6,26,Norfolk and Suffolk
164,2018,E07000144,Broadland,Lung,0,2,3,21,41,22,178,Norfolk and Suffolk
164,2018,E07000144,Broadland,Pancreas,0,0,1,0,13,11,50,Norfolk and Suffolk
164,2018,E07000144,Broadland,Skin cancer,1,31,55,101,243,247,1356,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Bladder,0,3,4,8,17,9,82,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Blood cancer,3,9,5,12,22,24,150,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Bowel,0,5,8,24,24,20,162,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Brain,0,1,1,5,4,4,30,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Head and neck,0,4,6,6,6,2,48,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Kidney,1,1,2,6,7,4,42,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Liver and biliary tract,0,3,2,2,8,7,44,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Lung,0,1,9,25,51,38,248,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Pancreas,0,1,3,8,9,9,60,Norfolk and Suffolk
165,2018,E07000145,Great Yarmouth,Skin cancer,0,15,38,63,129,169,828,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Bladder,0,2,8,12,33,19,148,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Blood cancer,3,8,10,20,35,27,206,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Bowel,0,9,19,30,45,45,296,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Brain,0,5,3,7,5,6,52,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Head and neck,0,4,8,13,6,4,70,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Kidney,0,4,2,9,16,7,76,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Liver and biliary tract,0,0,1,7,7,3,36,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Lung,0,1,10,20,45,43,238,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Pancreas,0,2,3,9,20,6,80,Norfolk and Suffolk
166,2018,E07000146,King's Lynn and West Norfolk,Skin cancer,0,36,59,130,260,310,1590,Norfolk and Suffolk
167,2018,E07000147,North Norfolk,Bladder,0,1,2,9,26,27,130,Norfolk and Suffolk
167,2018,E07000147,North Norfolk,Blood cancer,3,4,7,17,39,34,208,Norfolk and Suffolk
167,2018,E07000147,North Norfolk,Bowel,0,1,9,21,37,20,176,Norfolk and Suffolk
