"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","135","Non-standardised","142.7","119.6","168.9",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Colon","89","Non-standardised","94.1","75.5","115.7",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","2","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectum","44","Non-standardised","46.5","33.8","62.4",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Breast","All Breast","186","Non-standardised","196.6","169.3","226.9",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","All Lung","133","Non-standardised","140.6","117.7","166.6",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","120","Non-standardised","126.8","105.1","151.6",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","13","Non-standardised","13.7","7.3","23.5",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","629","Non-standardised","664.8","613.8","718.8",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","479","Non-standardised","506.2","461.9","553.7",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","57","Non-standardised","60.2","45.6","78",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","2","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","60 to 69","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","91","Non-standardised","96.2","77.4","118.1",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","193","Non-standardised","249.2","215.3","287",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Colon","141","Non-standardised","182.1","153.3","214.7",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","8","Non-standardised","10.3","4.5","20.4",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectum","44","Non-standardised","56.8","41.3","76.3",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Breast","All Breast","162","Non-standardised","209.2","178.2","244",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","All Lung","226","Non-standardised","291.8","255","332.5",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","208","Non-standardised","268.6","233.3","307.7",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","18","Non-standardised","23.2","13.8","36.7",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","1273","Non-standardised","1643.8","1554.7","1736.6",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","913","Non-standardised","1178.9","1103.7","1257.9",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","79","Non-standardised","102","80.8","127.1",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","7","Non-standardised","9","3.6","18.6",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","274","Non-standardised","353.8","313.1","398.3",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","187","Non-standardised","417.5","359.8","481.9",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Colon","155","Non-standardised","346.1","293.7","405.1",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","4","Non-standardised","8.9","2.4","22.9",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectum","28","Non-standardised","62.5","41.5","90.4",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Breast","All Breast","135","Non-standardised","301.4","252.7","356.8",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","All Lung","153","Non-standardised","341.6","289.6","400.2",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","145","Non-standardised","323.8","273.2","380.9",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","8","Non-standardised","17.9","7.7","35.2",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","1392","Non-standardised","3108","2946.9","3275.7",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","876","Non-standardised","1955.9","1828.5","2089.9",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","50","Non-standardised","111.6","82.9","147.2",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","19","Non-standardised","42.4","25.5","66.3",NA
"2022","Persons","80 and over","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","447","Non-standardised","998.1","907.7","1095",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Colon","454","Non-standardised","48.9","44.5","53.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Colon","454","Age-gender-standardised","52.2","47.4","57.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","21","Non-standardised","2.3","1.4","3.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","21","Age-gender-standardised","2.4","1.5","3.7",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectum","153","Non-standardised","16.5","14","19.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","Rectum","153","Age-gender-standardised","18","15.2","21.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","532","Non-standardised","57.3","52.5","62.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","532","Age-gender-standardised","61.8","56.7","67.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","45","Non-standardised","4.8","3.5","6.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","45","Age-gender-standardised","5.3","3.9","7.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","2678","Non-standardised","288.5","277.7","299.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","2678","Age-gender-standardised","314.3","302.4","326.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","263","Non-standardised","28.3","25","32",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","263","Age-gender-standardised","30.3","26.8","34.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","34","Non-standardised","3.7","2.5","5.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","34","Age-gender-standardised","4.1","2.8","5.7",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","852","Non-standardised","91.8","85.7","98.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","852","Age-gender-standardised","102.8","95.9","109.9",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","628","Non-standardised","67.7","62.5","73.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","628","Age-gender-standardised","72.6","67","78.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Breast","All Breast","819","Non-standardised","88.2","82.3","94.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Breast","All Breast","819","Age-gender-standardised","89.3","83.2","95.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","All Lung","577","Non-standardised","62.2","57.2","67.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Lung","All Lung","577","Age-gender-standardised","67.2","61.8","72.9",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","3827","Non-standardised","412.3","399.3","425.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","3827","Age-gender-standardised","451.5","437.2","466.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Bowel","Colon","126","Non-standardised","13.6","11.3","16.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Bowel","Colon","126","Age-gender-standardised","14.4","12","17.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Bowel","Rectosigmoid junction","4","Non-standardised","0.4","0.1","1.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Bowel","Rectosigmoid junction","4","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Bowel","Rectum","21","Non-standardised","2.3","1.4","3.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Bowel","Rectum","21","Age-gender-standardised","2.4","1.5","3.7",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Lung","Non-small cell lung cancer","122","Non-standardised","13.1","10.9","15.7",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Lung","Non-small cell lung cancer","122","Age-gender-standardised","14.1","11.7","16.9",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Lung","Small cell lung cancer","4","Non-standardised","0.4","0.1","1.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Lung","Small cell lung cancer","4","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Skin cancer","Melanoma","64","Non-standardised","6.9","5.3","8.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Skin cancer","Melanoma","64","Age-gender-standardised","7.4","5.7","9.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Skin cancer","Rare","22","Non-standardised","2.4","1.5","3.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Skin cancer","Rare","22","Age-gender-standardised","2.7","1.7","4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Colon","169","Non-standardised","18.2","15.6","21.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Colon","169","Age-gender-standardised","19.4","16.6","22.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Rectosigmoid junction","7","Non-standardised","0.8","0.3","1.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Rectosigmoid junction","7","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Rectum","47","Non-standardised","5.1","3.7","6.7",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Rectum","47","Age-gender-standardised","5.6","4.1","7.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Lung","Non-small cell lung cancer","149","Non-standardised","16.1","13.6","18.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Lung","Non-small cell lung cancer","149","Age-gender-standardised","17.4","14.7","20.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Lung","Small cell lung cancer","5","Non-standardised","0.5","0.2","1.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Lung","Small cell lung cancer","5","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Skin cancer","Melanoma","166","Non-standardised","17.9","15.3","20.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Skin cancer","Melanoma","166","Age-gender-standardised","19","16.2","22.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Skin cancer","Rare","4","Non-standardised","0.4","0.1","1.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Skin cancer","Rare","4","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Bowel","Colon","159","Non-standardised","17.1","14.6","20",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Bowel","Colon","159","Age-gender-standardised","18.3","15.6","21.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Bowel","Rectosigmoid junction","10","Non-standardised","1.1","0.5","2",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Bowel","Rectosigmoid junction","10","Age-gender-standardised","1.2","0.6","2.2","[note1]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Bowel","Rectum","85","Non-standardised","9.2","7.3","11.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Bowel","Rectum","85","Age-gender-standardised","10","8","12.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Lung","Non-small cell lung cancer","260","Non-standardised","28","24.7","31.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Lung","Non-small cell lung cancer","260","Age-gender-standardised","30.1","26.6","34",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Lung","Small cell lung cancer","36","Non-standardised","3.9","2.7","5.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Lung","Small cell lung cancer","36","Age-gender-standardised","4.3","3","5.9",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Skin cancer","Melanoma","33","Non-standardised","3.6","2.4","5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Skin cancer","Melanoma","33","Age-gender-standardised","3.9","2.7","5.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Skin cancer","Rare","4","Non-standardised","0.4","0.1","1.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Skin cancer","Rare","4","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Bowel","Colon","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Bowel","Colon","0","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Bowel","Rectosigmoid junction","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Bowel","Rectosigmoid junction","0","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Bowel","Rectum","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Bowel","Rectum","0","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Lung","Non-small cell lung cancer","1","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Lung","Non-small cell lung cancer","1","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Lung","Small cell lung cancer","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Lung","Small cell lung cancer","0","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Skin cancer","Melanoma","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Skin cancer","Melanoma","0","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Skin cancer","Rare","4","Non-standardised","0.4","0.1","1.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Skin cancer","Rare","4","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Bowel","All Bowel","151","Non-standardised","16.3","13.8","19.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Bowel","All Bowel","151","Age-gender-standardised","17.3","14.6","20.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","All Bowel","223","Non-standardised","24","21","27.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","All Bowel","223","Age-gender-standardised","25.8","22.5","29.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Bowel","All Bowel","254","Non-standardised","27.4","24.1","30.9",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Bowel","All Bowel","254","Age-gender-standardised","29.5","26","33.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Bowel","All Bowel","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Bowel","All Bowel","0","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Breast","All Breast","79","Non-standardised","8.5","6.7","10.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Missing","Breast","All Breast","79","Age-gender-standardised","8.4","6.6","10.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Breast","All Breast","645","Non-standardised","69.5","64.2","75.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 1 & 2","Breast","All Breast","645","Age-gender-standardised","70.6","65.2","76.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Breast","All Breast","92","Non-standardised","9.9","8","12.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Stage 3 & 4","Breast","All Breast","92","Age-gender-standardised","10","8","12.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","All quintiles","Unstageable","Breast","All Breast","3","Non-standardised","0.3","0.1","0.9",NA
